_id,ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,cost_yr,median_income,affordability_ratio,LL95_affordability_ratio,UL95_affordability_ratio,se_food_afford,rse_food_afford,food_afford_decile,CA_RR_Affordability,ave_fam_size,version
1,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CA,06,California,,,California,,7508.2896552,23777,0.3157795,0.2315166,0.4000425,0.0429913,13.6143419,,1.1853472,3.34,2013-04-12 04:33:06.235000
2,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CA,06,California,,,California,,7508.2896552,38508,0.19498,0.1830649,0.2068951,0.0060791,3.1178142,,0.7318999,3.34,2013-04-12 04:33:06.235000
3,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CA,06,California,,,California,,7508.2896552,26192,0.2866635,0.2796607,0.2936662,0.0035728,1.2463492,,1.0760538,3.34,2013-04-12 04:33:06.235000
4,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CA,06,California,,,California,,7508.2896552,22858,0.3284754,0.3226367,0.334314,0.0029789,0.9068809,,1.2330038,3.34,2013-04-12 04:33:06.235000
5,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CA,06,California,,,California,,7508.2896552,36737,0.2043795,0.1737619,0.2349971,0.0156212,7.6432554,,0.7671829,3.34,2013-04-12 04:33:06.235000
6,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CA,06,California,,,California,,7508.2896552,38641,0.1943089,0.1895696,0.1990482,0.002418,1.2444064,,0.7293807,3.34,2013-04-12 04:33:06.235000
7,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CA,06,California,,,California,,7508.2896552,32866,0.2284516,0.2100075,0.2468957,0.0094103,4.1191486,,0.8575427,3.34,2013-04-12 04:33:06.235000
8,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CA,06,California,,,California,,7508.2896552,30439,0.2466668,0.1765589,0.3167746,0.0357693,14.5010735,,0.9259174,3.34,2013-04-12 04:33:06.235000
9,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CA,06,California,,,California,,7508.2896552,28184,0.2664026,0.2628324,0.2699727,0.0018215,0.6837396,,1,3.34,2013-04-12 04:33:06.235000
10,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,16063,0.4508574,0.0878692,0.8138457,0.1851981,41.0768617,,1.6923916,3.21,2013-04-12 04:33:06.235000
11,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,42048,0.1722347,0.1213944,0.223075,0.0259389,15.0602236,,0.6465203,3.21,2013-04-12 04:33:06.235000
12,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,23858,0.3035511,0.2668497,0.3402525,0.0187252,6.1687171,,1.1394453,3.21,2013-04-12 04:33:06.235000
13,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,28917,0.2504452,0.2140284,0.2868619,0.01858,7.4187805,,0.9401005,3.21,2013-04-12 04:33:06.235000
14,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,35238,0.2055203,0.1249028,0.2861377,0.0411313,20.0132801,,0.7714651,3.21,2013-04-12 04:33:06.235000
15,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,50497,0.1434169,0.1340535,0.1527803,0.0047773,3.3310234,,0.5383465,3.21,2013-04-12 04:33:06.235000
16,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,39591,0.1829235,0.1450761,0.2207708,0.0193099,10.5562661,,0.6866431,3.21,2013-04-12 04:33:06.235000
17,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,21205,0.341529,0.1617168,0.5213412,0.0917409,26.8618186,,1.2820036,3.21,2013-04-12 04:33:06.235000
18,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06001,Alameda,Alameda,06001,Bay Area,01,7242.1230072,31764,0.2279978,0.2160502,0.2399455,0.0060957,2.6735932,,0.8558395,3.21,2013-04-12 04:33:06.235000
19,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
20,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
21,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
22,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
23,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
24,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
25,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
26,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,,,,,,,,,3.81,2013-04-12 04:33:06.235000
27,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,8821.19136,48333,0.1825087,0,0.5706138,0.1980128,108.4950367,,0.685086,3.81,2013-04-12 04:33:06.235000
28,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,,,,,,,,,2.58,2013-04-12 04:33:06.235000
29,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,,,,,,,,,2.58,2013-04-12 04:33:06.235000
30,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,,,,,,,,,2.58,2013-04-12 04:33:06.235000
31,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,33500,0.1735126,0,0.4714566,0.1520122,87.6087647,,0.6513173,2.58,2013-04-12 04:33:06.235000
32,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,,,,,,,,,2.58,2013-04-12 04:33:06.235000
33,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,27448,0.2117703,0.0980562,0.3254844,0.0580174,27.3963745,,0.7949261,2.58,2013-04-12 04:33:06.235000
34,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,6588,0.8823121,0,6.5789008,2.9064228,329.4098324,,3.3119506,2.58,2013-04-12 04:33:06.235000
35,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,,,,,,,,,2.58,2013-04-12 04:33:06.235000
36,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,5812.6720848,27118,0.2143474,0.11692,0.3117748,0.0497079,23.1903306,,0.8045995,2.58,2013-04-12 04:33:06.235000
37,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,35302,0.1913537,0.07133,0.3113774,0.0612366,32.0017689,,0.7182878,2.99,2013-04-12 04:33:06.235000
38,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,27159,0.2487267,0.2027223,0.2947311,0.0234716,9.4367169,,0.9336498,2.99,2013-04-12 04:33:06.235000
39,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,8347,0.8092929,0,1.7599253,0.4850165,59.9308927,,3.0378573,2.99,2013-04-12 04:33:06.235000
40,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,18042,0.3744135,0.2058057,0.5430213,0.0860244,22.9757719,,1.4054426,2.99,2013-04-12 04:33:06.235000
41,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,,,,,,,,,2.99,2013-04-12 04:33:06.235000
42,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,21732,0.3108397,0.276261,0.3454184,0.0176422,5.6756611,,1.1668045,2.99,2013-04-12 04:33:06.235000
43,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,10275,0.6574373,0.5137316,0.801143,0.0733192,11.1522789,,2.467834,2.99,2013-04-12 04:33:06.235000
44,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,,,,,,,,,2.99,2013-04-12 04:33:06.235000
45,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06007,Butte,Butte,06007,Butte,02,6755.1682356,20840,0.3241443,0.2938995,0.3543892,0.015431,4.7605436,,1.2167464,2.99,2013-04-12 04:33:06.235000
46,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
47,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
48,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
49,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
50,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
51,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,37897,0.185505,0.1499162,0.2210937,0.0181575,9.7881699,,0.6963333,3.09,2013-04-12 04:33:06.235000
52,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,25347,0.2773536,0,0.6536055,0.1919652,69.2131813,,1.0411071,3.09,2013-04-12 04:33:06.235000
53,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,,,,,,,,,3.09,2013-04-12 04:33:06.235000
54,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,7030.081692,35795,0.1963984,0.0882566,0.3045403,0.0551744,28.0931056,,0.7372243,3.09,2013-04-12 04:33:06.235000
55,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
56,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
57,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
58,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,14208,0.5722254,0.4075337,0.7369171,0.0840264,14.6841381,,2.1479727,3.62,2013-04-12 04:33:06.235000
59,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
60,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,26625,0.3053588,0.0620937,0.5486239,0.1241149,40.645576,,1.1462309,3.62,2013-04-12 04:33:06.235000
61,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
62,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,,,,,,,,,3.62,2013-04-12 04:33:06.235000
63,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,8130.1788432,17656,0.4604768,0.2294993,0.6914544,0.1178457,25.5920998,,1.7285,3.62,2013-04-12 04:33:06.235000
64,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,38864,0.1814266,0,0.4370246,0.1304071,71.8787423,,0.6810242,3.1,2013-04-12 04:33:06.235000
65,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,53507,0.1317765,0.1114764,0.1520765,0.0103572,7.8596653,,0.4946516,3.1,2013-04-12 04:33:06.235000
66,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,27901,0.2527136,0.2165283,0.2888989,0.0184619,7.3054653,,0.9486156,3.1,2013-04-12 04:33:06.235000
67,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,26237,0.2687412,0.2437347,0.2937476,0.0127584,4.7474662,,1.0087786,3.1,2013-04-12 04:33:06.235000
68,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,25625,0.2751595,0,0.6803113,0.2067101,75.1237304,,1.0328711,3.1,2013-04-12 04:33:06.235000
69,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,50542,0.139507,0.1304596,0.1485544,0.004616,3.3088133,,0.5236699,3.1,2013-04-12 04:33:06.235000
70,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,30625,0.2302355,0.0122371,0.448234,0.1112237,48.3086657,,0.8642391,3.1,2013-04-12 04:33:06.235000
71,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,27875,0.2529493,0,0.7867088,0.2723262,107.6603923,,0.9495004,3.1,2013-04-12 04:33:06.235000
72,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,7050.962568,36453,0.1934261,0.1769061,0.2099462,0.0084286,4.3575285,,0.7260671,3.1,2013-04-12 04:33:06.235000
73,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
74,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
75,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
76,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
77,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
78,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,21406,0.3474844,0.2692867,0.425682,0.0398968,11.4815978,,1.3043583,3.35,2013-04-12 04:33:06.235000
79,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,7500,0.9917667,0,14.3764144,6.8289019,688.5592705,,3.7228124,3.35,2013-04-12 04:33:06.235000
80,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,,,,,,,,,3.35,2013-04-12 04:33:06.235000
81,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7438.25058,18897,0.3936207,0.2255996,0.5616418,0.0857251,21.7785974,,1.477541,3.35,2013-04-12 04:33:06.235000
82,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,55714,0.1208365,0,0.2896253,0.0861167,71.2671413,,0.4535862,2.92,2013-04-12 04:33:06.235000
83,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,46628,0.1443829,0.0424883,0.2462776,0.0519871,36.0063862,,0.5419727,2.92,2013-04-12 04:33:06.235000
84,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,,,,,,,,,2.92,2013-04-12 04:33:06.235000
85,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,17390,0.3871355,0.1596315,0.6146395,0.1160735,29.9826439,,1.4531974,2.92,2013-04-12 04:33:06.235000
86,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,,,,,,,,,2.92,2013-04-12 04:33:06.235000
87,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,40127,0.1677745,0.1273976,0.2081513,0.0206004,12.2786445,,0.629778,2.92,2013-04-12 04:33:06.235000
88,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,41406,0.162592,0,0.61085,0.228703,140.6606417,,0.6103247,2.92,2013-04-12 04:33:06.235000
89,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,,,,,,,,,2.92,2013-04-12 04:33:06.235000
90,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,6732.2863488,35514,0.1895671,0.1395906,0.2395436,0.0254982,13.450751,,0.7115814,2.92,2013-04-12 04:33:06.235000
91,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,35347,0.2228641,0.0749528,0.3707753,0.0754649,33.8614224,,0.8365687,3.55,2013-04-12 04:33:06.235000
92,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,26707,0.294963,0.1481053,0.4418207,0.0749274,25.4023085,,1.1072077,3.55,2013-04-12 04:33:06.235000
93,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,17664,0.4459678,0.3682363,0.5236993,0.0396589,8.8927801,,1.6740373,3.55,2013-04-12 04:33:06.235000
94,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,16765,0.4698822,0.4395266,0.5002379,0.0154876,3.2960548,,1.7638053,3.55,2013-04-12 04:33:06.235000
95,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,48750,0.1615913,0,0.3459819,0.0940768,58.2190009,,0.6065681,3.55,2013-04-12 04:33:06.235000
96,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,30087,0.2618266,0.2405603,0.2830928,0.0108501,4.1440108,,0.982823,3.55,2013-04-12 04:33:06.235000
97,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,21439,0.3674414,0.1761185,0.5587643,0.0976137,26.5657947,,1.3792712,3.55,2013-04-12 04:33:06.235000
98,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,14722,0.5350887,0.0501902,1.0199871,0.2473972,46.2347978,,2.0085719,3.55,2013-04-12 04:33:06.235000
99,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,7877.575632,19441,0.4052042,0.3807428,0.4296657,0.0124803,3.0800072,,1.5210223,3.55,2013-04-12 04:33:06.235000
100,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,11310,0.5923769,0.5712836,0.6134701,0.0107618,1.8167225,,2.2236155,2.98,2013-04-12 04:33:06.235000
101,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,,,,,,,,,2.98,2013-04-12 04:33:06.235000
102,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,,,,,,,,,2.98,2013-04-12 04:33:06.235000
103,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,21250,0.3152839,0,0.8946094,0.2955743,93.7486144,,1.1834867,2.98,2013-04-12 04:33:06.235000
104,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,,,,,,,,,2.98,2013-04-12 04:33:06.235000
105,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,47279,0.1417074,0.0402495,0.2431652,0.0517642,36.5289383,,0.5319294,2.98,2013-04-12 04:33:06.235000
106,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,,,,,,,,,2.98,2013-04-12 04:33:06.235000
107,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,,,,,,,,,2.98,2013-04-12 04:33:06.235000
108,757,Food affordability for female-headed household with children under 18 years,2006-2010,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,6699.7822368,19348,0.3462778,0,0.9856927,0.3262321,94.2110995,,1.299829,2.98,2013-04-12 04:33:06.235000
109,757,Food affordability for female-headed household with children under 18 years,2006-2010,1,AIAN,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,36295,0.1774063,0.1566675,0.1981451,0.010581,5.9642973,,0.6659332,2.9,2013-04-12 04:33:06.235000
110,757,Food affordability for female-headed household with children under 18 years,2006-2010,2,Asian,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,16034,0.4015818,0.3837663,0.4193972,0.0090895,2.2634277,,1.5074245,2.9,2013-04-12 04:33:06.235000
111,757,Food affordability for female-headed household with children under 18 years,2006-2010,3,AfricanAm,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,32895,0.1957429,0.0888115,0.3026743,0.0545568,27.8716798,,0.7347635,2.9,2013-04-12 04:33:06.235000
112,757,Food affordability for female-headed household with children under 18 years,2006-2010,4,Latino,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,36321,0.1772793,0.1241078,0.2304508,0.0271283,15.3025928,,0.6654565,2.9,2013-04-12 04:33:06.235000
113,757,Food affordability for female-headed household with children under 18 years,2006-2010,5,NHOPI,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,38281,0.1682026,0.1423246,0.1940805,0.013203,7.84949,,0.6313849,2.9,2013-04-12 04:33:06.235000
114,757,Food affordability for female-headed household with children under 18 years,2006-2010,6,White,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,20894,0.3081728,0.2298293,0.3865163,0.0399712,12.9703762,,1.1567936,2.9,2013-04-12 04:33:06.235000
115,757,Food affordability for female-headed household with children under 18 years,2006-2010,7,Multiple,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,19107,0.3369949,0,0.7879891,0.2300991,68.2796913,,1.2649838,2.9,2013-04-12 04:33:06.235000
116,757,Food affordability for female-headed household with children under 18 years,2006-2010,8,Other,CO,06023,Humboldt,Humboldt,06023,North Coast,05,6438.961824,,,,,,,,,2.9,2013-04-12 04:33:06.235000
